asset_id,display_name,binary_result,review_band,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,global_body_template_risk,near_identical_silhouette_neighbors,assessment_and_required_fix,changed_since_previous_pass,filename,width,height,mode,sha256,exact_duplicate_with,prior_review_band,expected_body_family,strict_status,manual_recheck_note,template_family_note,strict_assessment,binary_gate,status_change_from_prior
Eider_Duck,Eider Duck,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Eider_Duck.png,440,440,RGBA,9fe001148201345fbab3260a497166874b196f241284090705586954adef920d,,PASS_WITH_POLISH,Waterfowl,HOLD,,"Broad family routing may be usable, but Eider Duck still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Eider Duck still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Eland,Eland,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Eland.png,440,440,RGBA,9293712560ddec83225b36b725d224dab110ed62b587b282b105f6beb8a63bbc,,PASS_WITH_POLISH,Cattle and bovids,HOLD,,"The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",FAIL,PASS_WITH_POLISH -> HOLD
Electric_Eel,Electric Eel,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Electric_Eel.png,440,440,RGBA,c93138237edd68cee717a3bb88bbecb9ddd53d37f0b73852ab91e0f8e54b0cae,,PASS_WITH_POLISH,Eels,HOLD,,"Broad family routing may be usable, but Electric Eel still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Electric Eel still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Elephant,Elephant,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Elephant.png,440,440,RGBA,fce270318a34ff4276230aac2b8145ce9dfedecb192d31ae8053b7eca481657f,,PASS_WITH_POLISH,Elephants,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD
Elk,Elk,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Elk.png,440,440,RGBA,5e01112cb86b57d4193a083905a9674319c4192e65bd765e4739c5c9cf15c0ff,,PASS_WITH_POLISH,Deer and relatives,HOLD,,"The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",FAIL,PASS_WITH_POLISH -> HOLD
Emu,Emu,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current compact generic bird lacks the tall flightless torso, long neck, powerful legs, and reduced wings.",False,Emu.png,440,440,RGBA,8be33316a0a033edd5eb46fed2bb9570998e72edb4e2c76df4717653bf1e950b,,FAIL,Flightless birds,FAIL,,"Use the species-specific flightless body: correct torso mass, neck length, vestigial wings/flippers, leg proportions, feet, tail and head ornaments.","Current compact generic bird lacks the tall flightless torso, long neck, powerful legs, and reduced wings. Use the species-specific flightless body: correct torso mass, neck length, vestigial wings/flippers, leg proportions, feet, tail and head ornaments.",FAIL,UNCHANGED
Fairy_Shrimp,Fairy Shrimp,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Brine_Shrimp | Goby | Hummingbird | Lanternfish,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Fairy_Shrimp.png,440,440,RGBA,116ac4a4b8ebbd326dd01f96fae132b981c41a2312e97fcc54302c72b63bed7e,,PASS_WITH_POLISH,Crustaceans,HOLD,,"Verify segmented carapace, correct leg/claw count, antennae, abdomen/tail fan and the named species’ defining asymmetry or shell form.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify segmented carapace, correct leg/claw count, antennae, abdomen/tail fan and the named species’ defining asymmetry or shell form.",FAIL,PASS_WITH_POLISH -> HOLD
Falcon,Falcon,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Falcon.png,440,440,RGBA,715b8917b13cb8af4cc2dd002286a04ea5f95fec31e46f36c2c7b6aa04ef01b1,,PASS_WITH_POLISH,Birds of prey,HOLD,,"Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.",FAIL,PASS_WITH_POLISH -> HOLD
Fangtooth,Fangtooth,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,Oversized predatory teeth and deep-sea head are clearly visible.,True,Fangtooth.png,440,440,RGBA,c964f51f91cd79c57b9f317bc81a75f6df173d9bd281cb7539837631d5988dce,,PASS,Strange deep-sea fish,PASS,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED
Fennec_Fox,Fennec Fox,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,"Oversized ears, small body, and bushy tail now provide the defining silhouette.",True,Fennec_Fox.png,440,440,RGBA,4c1be2a032625d235f512f6cecefc0114fd47cfa405c88940f1356b93f820241,,PASS,Dogs and dog-like mammals,FAIL,"Current rabbit/deer-like quadruped is not a fox body. Use a small canine torso, canine paws/hocks, tapered muzzle, huge ears, and a full bushy tail.","The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.","Current rabbit/deer-like quadruped is not a fox body. Use a small canine torso, canine paws/hocks, tapered muzzle, huge ears, and a full bushy tail.",FAIL,PASS -> FAIL
Fiddler_Crab,Fiddler Crab,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,One enlarged claw now differentiates the species.,False,Fiddler_Crab.png,440,440,RGBA,4a712a5a9f33a32eb2e9675ac42c4d4bb342b8558a15d86e90e0fa411b04cba4,,PASS,Ice and cave insects,PASS,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED
Finch,Finch,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Lark | Plover | Robin | Sparrow | Spider | Starling | Swallow | Swift | Tanager | Weaverbird,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Finch.png,440,440,RGBA,94651f4f9f99c3ecea99e5e0f26ae40f13dba2ee345db95e386df6354b0def16,,PASS_WITH_POLISH,Songbirds,HOLD,,"The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",FAIL,PASS_WITH_POLISH -> HOLD
Firefly,Firefly,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Firefly.png,440,440,RGBA,7a64e81237d3d48207eea514261636ddc3c283d8fda0c582cf4b04b59bae9ab7,,PASS_WITH_POLISH,Beetles,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD
Fisher,Fisher,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Fisher.png,440,440,RGBA,b9d9635bb32d03d8be0413443527329f48243ce0cc44367065cd707628634645,,PASS_WITH_POLISH,Weasels and relatives,HOLD,,"Use the correct low flexible carnivoran torso, pawed limbs, skull/muzzle, and species-specific tail instead of one shared long-body template.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use the correct low flexible carnivoran torso, pawed limbs, skull/muzzle, and species-specific tail instead of one shared long-body template.",FAIL,PASS_WITH_POLISH -> HOLD
Fishing_Cat,Fishing Cat,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current spotted ungulate-like body lacks feline head, paws, stocky cat torso, and wetland-cat tail.",True,Fishing_Cat.png,440,440,RGBA,06e16cfd80768b15205cb2ab9587d4cecd6cf323caec526e1fb3dbef7b33accb,,FAIL,Small and domestic cats,FAIL,,"The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.","Current spotted ungulate-like body lacks feline head, paws, stocky cat torso, and wetland-cat tail. The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.",FAIL,UNCHANGED
