asset_id,display_name,current_status,binary_result,previous_strict_status,changed_from_previous_submission,expected_body_family,global_body_template_risk,near_identical_silhouette_neighbors,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,current_assessment_and_required_fix,filename,width,height,mode,sha256,previous_sha256
Elk,Elk,HOLD,FAIL,HOLD,True,Deer and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",Elk.png,440,440,RGBA,b7b6287b28fc77086371d2a082e2464d88940fd15a3baed24c9992b9f33d8474,5e01112cb86b57d4193a083905a9674319c4192e65bd765e4739c5c9cf15c0ff
Emu,Emu,HOLD,FAIL,FAIL,True,Flightless birds,HIGH,,POLISH,POLISH,POLISH,PASS,POLISH,POLISH,POLISH,"The long legs and flightless body read, but the torso is too spherical and the neck too short. Use a deeper shaggy body, longer neck, stronger legs and tiny wing stubs.",Emu.png,440,440,RGBA,0d2e583501a0c6e9d551fa7bc75190eb19aca13537196645583d2c226e87a246,8be33316a0a033edd5eb46fed2bb9570998e72edb4e2c76df4717653bf1e950b
Fairy_Shrimp,Fairy Shrimp,HOLD,FAIL,HOLD,True,Crustaceans,HIGH,Brine_Shrimp | Goby | Hummingbird | Lanternfish,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify segmented carapace, correct leg/claw count, antennae, abdomen/tail fan and the named species’ defining asymmetry or shell form.",Fairy_Shrimp.png,440,440,RGBA,d6084571824881485515a3c1fddd8f46c270c1f537e5a95fffaebcf1760f4d19,116ac4a4b8ebbd326dd01f96fae132b981c41a2312e97fcc54302c72b63bed7e
Falcon,Falcon,FAIL,FAIL,HOLD,True,Birds of prey,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","The image remains a generic compact bird. Use a streamlined raptor torso, hooked beak, long pointed wings, strong talons and narrow tail.",Falcon.png,440,440,RGBA,d64372231af0d3bb7935abf5ff40df8c2c061b5ebd5da2cf61dfe238fc6e3f52,715b8917b13cb8af4cc2dd002286a04ea5f95fec31e46f36c2c7b6aa04ef01b1
Fangtooth,Fangtooth,PASS,PASS,PASS,True,Strange deep-sea fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Fangtooth.png,440,440,RGBA,e3d711faacaece03607162ee6fd533c11d4e23ab10d78dc8979364464302fa28,c964f51f91cd79c57b9f317bc81a75f6df173d9bd281cb7539837631d5988dce
Fennec_Fox,Fennec Fox,FAIL,FAIL,FAIL,True,Dogs and dog-like mammals,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,"Large ears are present, but the body is rabbit/deer-like. Use a small canid torso, narrow fox muzzle, digitigrade paws and an oversized bushy tail.",Fennec_Fox.png,440,440,RGBA,1f0307f389b9b9b4878dcb04c4a91fb71217aede1e479aea9cf2a8f12b749143,4c1be2a032625d235f512f6cecefc0114fd47cfa405c88940f1356b93f820241
Fiddler_Crab,Fiddler Crab,PASS,PASS,PASS,True,Ice and cave insects,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Fiddler_Crab.png,440,440,RGBA,17fbe2e9c8954c661e32e05a6aa68f5bccd9dc5412ad480369ef9bdd2a896f23,4a712a5a9f33a32eb2e9675ac42c4d4bb342b8558a15d86e90e0fa411b04cba4
Finch,Finch,HOLD,FAIL,HOLD,True,Songbirds,HIGH,Lark | Plover | Robin | Sparrow | Spider | Starling | Swallow | Swift | Tanager | Weaverbird,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",Finch.png,440,440,RGBA,50c211f24a9306a38897df1878a94f9ff37bece82d1f850139d973f4e78140d5,94651f4f9f99c3ecea99e5e0f26ae40f13dba2ee345db95e386df6354b0def16
Firefly,Firefly,HOLD,FAIL,HOLD,True,Beetles,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Firefly.png,440,440,RGBA,2a32f7c4b47166b2dbabe3e5e5a34164447120d5edec4e633b5d8775be3a29c3,7a64e81237d3d48207eea514261636ddc3c283d8fda0c582cf4b04b59bae9ab7
Fisher,Fisher,HOLD,FAIL,HOLD,True,Weasels and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use the correct low flexible carnivoran torso, pawed limbs, skull/muzzle, and species-specific tail instead of one shared long-body template.",Fisher.png,440,440,RGBA,c097c2fda8936ed4153d8f4c85824defa43aa28071e03a387983c0954ad279f2,b9d9635bb32d03d8be0413443527329f48243ce0cc44367065cd707628634645
Fishing_Cat,Fishing Cat,FAIL,FAIL,FAIL,True,Small and domestic cats,HIGH,,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,"Spots are placed on an ungulate body. Use a stocky semiaquatic cat scaffold with short strong legs, broad paws, short tail and feline head.",Fishing_Cat.png,440,440,RGBA,f49398b87158248c4ea33d75bfb20cb26a637bbbfe43d6c088e76c06259cb92c,06e16cfd80768b15205cb2ab9587d4cecd6cf323caec526e1fb3dbef7b33accb
Flamingo,Flamingo,HOLD,FAIL,HOLD,True,Herons and wetland birds,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","The pink color reads, but the neck is too short and straight. Add the long S-curved neck, bent filter-feeding bill, extremely long legs and compact body.",Flamingo.png,440,440,RGBA,714fd19e55734279fc6274d718a228319faa5edb6b24fe37864987b460403005,8f470327128eb72164f80bf9add82b420f7fa6c82a5780f7346c992966890ee8
Flatworm,Flatworm,HOLD,FAIL,HOLD,True,Other mollusks,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Flatworm still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Flatworm.png,440,440,RGBA,7a496123f791924e5a3124c6dd672bd87c5781a77cf051dd60d9f87ec0ee5152,e4728332a7ac167ed56fbbcb762074475a9e322bd08057bf4b55003c94dd6604
Flounder,Flounder,HOLD,FAIL,HOLD,True,Flatfish,HIGH,Halibut,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Flounder.png,440,440,RGBA,62ce17f614334330b152e9daba1ecca7c23c7530f306190a8c95ca786957a180,d7064516d0e6615eb751630e97846cd38f727ce755bd98e9805653f6a3cce3d5
Fly,Fly,HOLD,FAIL,HOLD,True,Insects,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Fly.png,440,440,RGBA,a2ff72d14c32feac5c2073b07b3f582747d548ad6d78d025bd54ef034cce56bf,3f68a0e5b83198a439b5fdc8a852c195c9d59145bdb1f9b8b730b58baed0029b
Fly_Larvae,Fly Larvae,PASS,PASS,PASS,True,Insects,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Fly_Larvae.png,440,440,RGBA,f93b92cdd225d9aaa6e0057a8e997250708636cb7b6809555e10c502cd5cdfd2,0bff8ad7f377b08ca61e3501b969137f259111816fb380a224bf53b09c313c05
Flying_Fish,Flying Fish,PASS,PASS,PASS,True,Flying and climbing fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Flying_Fish.png,440,440,RGBA,3c6d3464cd1cceaa2acc8260bfca735d4dc3b64c125ea8bf61a6ae8c710cb0fa,c38ff7e15c193f93007ff3ece64aec0016f80a863807f1e4bea8899d981a1ea7
Flying_Gurnard,Flying Gurnard,PASS,PASS,PASS,True,Other or uncertain,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Flying_Gurnard.png,440,440,RGBA,273c65fe9ad70f9fdf7ef56162f8325ad4d1523388fbc67172a81a3f49983a9c,8f84d4a7619982da69ce094980bba87ca91120a89b7081dba549452849dcebff
Flying_Squirrel,Flying Squirrel,FAIL,FAIL,FAIL,True,Rodents,HIGH,,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,"The current image is a rabbit-like rodent with no gliding surface. Add a broad patagium between fore- and hindlimbs, flattened tail and squirrel head/paws.",Flying_Squirrel.png,440,440,RGBA,338936a8d898b18f874793d89293a75664e85d9af63d5425b229e26cc5ba43fc,4e0ed6dd64abcb630c6d1870c18d55207bbcf6763bb1b0ee87878ce713a5e98b
Forest_Elephant,Forest Elephant,HOLD,FAIL,HOLD,True,Elephants and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Forest_Elephant.png,440,440,RGBA,d264f24bdfc69202fddd7ea731da47ff892c85769d2dee3b2119cd276f6320aa,277444cc7f1b2bdd10f9eb52a0e7c899dc092a602ec164a5164112a8f1844282
Fox,Fox,FAIL,FAIL,FAIL,True,Dogs and dog-like mammals,HIGH,,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,"The coat and tail color are present, but the body is still deer-like. Use a low canid body with paws, pointed muzzle, triangular ears and a large brush tail.",Fox.png,440,440,RGBA,0f12025eee00a0ba24fcbf77c5d36459703348c57f4da6874670ede29c11cc67,9f7d8ea957fabbe63a1e623a7b5d79a1858165be8b2a3c0594ceb16d0e603f18
Freshwater_Crab,Freshwater Crab,HOLD,FAIL,HOLD,True,Crustaceans,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify segmented carapace, correct leg/claw count, antennae, abdomen/tail fan and the named species’ defining asymmetry or shell form.",Freshwater_Crab.png,440,440,RGBA,6ba09b8940f8d74fe5c71e194a55b6ea3e0248183b4a1834ab2599068d0fbd85,46cc2d0509ab5e1bb903f68978df8a5eac281bdf95286f7894f3718308dc5d37
Freshwater_Shrimp,Freshwater Shrimp,HOLD,FAIL,HOLD,True,Crustaceans,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify segmented carapace, correct leg/claw count, antennae, abdomen/tail fan and the named species’ defining asymmetry or shell form.",Freshwater_Shrimp.png,440,440,RGBA,309014c97e49d34344f25129b7be899d9e05b89a2f359062f23a11ecb2375be9,1fefefb65132ac7a39bf2c51d1c9d3d778c7741a791e784d500d7f1452d12ec4
Freshwater_Snail,Freshwater Snail,HOLD,FAIL,HOLD,True,Gastropods,HIGH,Snail,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Freshwater Snail still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Freshwater_Snail.png,440,440,RGBA,d1c4eade7a0604d34ee3054165ce22826b785af629ee58d7d0310ae2f0098f40,dc28b0d469634bc9a6c0448290f74e704cc85717282f964959fe634f2804849a
Frigatebird,Frigatebird,FAIL,FAIL,HOLD,True,Pelicans and diving waterbirds,MEDIUM,,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","The current black generic bird lacks the defining enormous angular wings, deeply forked tail, hooked bill and male throat pouch.",Frigatebird.png,440,440,RGBA,d70c9f228dcf4e2af807c40365f608087be51d3c454c481ced0461eabf71a595,ae44004b2618e7d25d8ad6a6421028b954cebdb2f4d805beff5659b71ad11ba1
Frilled_Lizard,Frilled Lizard,HOLD,FAIL,HOLD,True,Specialized lizards,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Frilled_Lizard.png,440,440,RGBA,ebd75f2c05449eb293871d8eba7028fdd245b28332adb2698f423a321cb3b147,5b119258e84274f61667b1a185d9112c1d12afebc47ca32776c0ac5d4e71b1ae
Frog,Frog,HOLD,FAIL,HOLD,True,Frogs and toads,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify body width, head/mouth, eye placement, fore/hind limb proportions, toes, tail state and skin texture; color alone should not define the species.",Frog.png,440,440,RGBA,be76f40a49733569d419807b84c5e3e67d7da8a47483408b27896aebb2efaa3b,0f83fbf5b464da22cf5143e934fe1d663927cd664cdf5f7718058b971e8acf61
